216.0;-137.0;255.78311124857325;-32.3852916362994;forza risultante;247.24000000000103;80.34000000000171
26.0;7.0;26.92582403567252;15.068488159492208;drawVector0;247.24000000000103;80.34000000000171
6.0;51.0;51.35172830587107;83.29016319224307;drawVector1;247.24000000000103;80.34000000000171
-107.0;-56.0;120.7683733433551;27.625962867342217;drawVector2;247.24000000000103;80.34000000000171
-49.0;40.0;63.25345840347388;-39.22567409733672;drawVector3;247.24000000000103;80.34000000000171
26.0;-155.0;157.16551784663199;-80.47774499007478;drawVector4;247.24000000000103;80.34000000000171
-32.0;86.0;91.76055797563569;-69.59011716619602;drawVector5;247.24000000000103;80.34000000000171
18.0;100.0;101.6070863670443;79.79602627826831;drawVector6;247.24000000000103;80.34000000000171
58.0;114.0;127.90621564255585;63.03428556712985;drawVector7;247.24000000000103;80.34000000000171
135.0;-162.0;210.87674124947966;-50.19442890773481;drawVector8;247.24000000000103;80.34000000000171
