88.0;814.0;818.7429389008494;83.8298249049704;forza risultante;409.6933333333312;771.7333333333336
26.0;7.0;26.92582403567252;15.068488159492208;drawVector0;409.6933333333312;771.7333333333336
6.0;51.0;51.35172830587107;83.29016319224307;drawVector1;409.6933333333312;771.7333333333336
-107.0;-56.0;120.7683733433551;27.625962867342217;drawVector2;409.6933333333312;771.7333333333336
-49.0;40.0;63.25345840347388;-39.22567409733672;drawVector3;409.6933333333312;771.7333333333336
26.0;-155.0;157.16551784663199;-80.47774499007478;drawVector4;409.6933333333312;771.7333333333336
-32.0;86.0;91.76055797563569;-69.59011716619602;drawVector5;409.6933333333312;771.7333333333336
18.0;100.0;101.6070863670443;79.79602627826831;drawVector6;409.6933333333312;771.7333333333336
58.0;114.0;127.90621564255585;63.03428556712985;drawVector7;409.6933333333312;771.7333333333336
135.0;-162.0;210.87674124947966;-50.19442890773481;drawVector8;409.6933333333312;771.7333333333336
0.0;0.0;0.0;NaN;drawVector9;409.6933333333312;771.7333333333336
-37.0;176.0;179.84715733088473;-78.12774968601546;drawVector10;409.6933333333312;771.7333333333336
-2.0;68.0;68.0294054067798;-88.31531568210372;drawVector11;409.6933333333312;771.7333333333336
-25.0;158.0;159.9656213065795;-81.008752722934;drawVector12;409.6933333333312;771.7333333333336
-185.0;-44.0;190.16045856065872;13.378540195071512;drawVector13;409.6933333333312;771.7333333333336
41.0;174.0;178.76520914316635;76.74112781781932;drawVector14;409.6933333333312;771.7333333333336
181.0;-45.0;186.51005334833832;-13.961736644497197;drawVector15;409.6933333333312;771.7333333333336
17.0;151.0;151.95394038984313;83.57652956344344;drawVector16;409.6933333333312;771.7333333333336
